country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
EST,2004,,8.00896450206146,9.65817445193564E8,,,,,,,,,,,,,,,,,1.2025E8,1.526E7,,,,,,,,,,,,,,,6.68391669260589,7.323605217341571,10058.4198745,14668.3575503416,100.44580078125,,98.7400894165039,98.6034393310547,99.9518280029297,2.02393007278442,3.61262011528015,,90.23587036132808,25.7571697235107,46.261058807373,17.3813991546631,4.91244983673096,18.719680786132802,13.0,,7.0,,,,,100.67376708984399,105.08090209960899,6.0,6.0,2213.0,92098.0,103.021347045898,1.97180998325348,100.659561157227,66.765983581543,106986.0,17396.0,37178.0,717.722007722008,6443.07995519707,2330.256,84.52123552123551,95.34,98.78,397774.0,42.3940000788678,,424271.0,31.138,938279.0,68.862,-0.782094568681874,,,12.6355473193644,,,,,,,,,0.0486338597980074,11.237456516993802,5429.5255219991905,10.7919254658385,1.9215838509316798,0.0,0.368788819875776,19.9871453217642,,,,,,18.1646614767634,12.2198631752772,,,53.0832743571597,42390.0,,,,18.4426711718992,,,0.3,,,,,,51.4345681657578,6.86338777831115,76.0011430748713,70.83246382733441,3.0480717071784706,4.8674070641801395,,2.16050482928433,3.4947671820679904,5.65527201135232,0.7512962980862079,,,,94.0,97.0,85.0,,749.06300527,1.2548647363136,3.87711783707375,11.41696589,71.909756097561,95.0,10.3,444031.0,0.85204,27.37,2.71,3.02,,,,5469.0,,,3.0,,,6000.0,1.69968869943941,2.0746503276793797,5.460636239835349,5.301E8,27.3732289758809,,,,,,5.800000190734861,35.0,59.2000007629395,37553.0,7.800000190734861,9.80000019073486,39.9000015258789,11.8000001907349,55.9000015258789,32.2999992370605,,51.0999984741211,22.2000007629395,57.5999984741211,20.1000003814697,10.1999998092651,Estonia,72.3,885.465115
JAM,2001,,6.755121948423881,6.139E8,,,,3.008E8,,,,,,,,,,,,,7.022E7,3.67E7,35.4956266884443,8551000.0,1.03014E8,1.08828E8,0.0,0.0,1.30434E8,8.358E7,6.38342E8,1.40440000000001,9.593E7,4.262847E9,9.04434E8,61.86923279082371,,,301275.964822863,6641.470129940871,95.91783905029301,,88.8835906982422,85.8494186401367,,4.96749019622803,2.2274999618530296,,,,,21.330730438232397,5.41476011276245,,12.0,,6.0,,,,,96.6752166748047,81.945426940918,6.0,5.0,23957.0,328496.0,96.3489608764648,4.908740043640139,85.95874786376949,17.9391593933105,227205.0,498.0,,,2912.4625368843604,1209.143,,103.34,93.02,578887.0,42.6822830262411,,1249286.0,47.947,1356270.0,52.053,1.08261594337987,,,4.0785790057861,,,,,,,,,0.134330922666,12.8916032760084,2338.0806246344396,8.47355769230769,0.0,0.0,2.55408653846154,11.1509995345119,,,,,,44.2289935364728,12.927054478301,,,31.4459833795014,10830.0,,,,,,9.2,9.6,36.462447880263,,57.821024745487605,13.0804661159922,9.10390279533792E10,51.920578129399004,,36.161083939170105,53.3472470110678,6.9906234161175895,7.4182567405029,,9.63666666666667,10.970833333333301,20.6075,12.2784000222227,3.9016666666667,38.862452718121,,99.0,80.8,73.0,,338.96715783,2.88056989772036,2.21266357227964,4.26073921,70.60460975609759,1010.0,18.92,511302.0,0.04959,,,,,,,,,,,,,3000.0,0.509359165730794,,,,,,,,,,20.7000007629395,17.1000003814697,61.9000015258789,10293.0,12.5,40.0999984741211,41.7000007629395,,,,,31.7000007629395,,,,15.0,Jamaica,72.7,3394.878
KIR,2012,1746712.0,-1.95523282470529,-3421353.77278105,1.4838501915626001,1.878003794E7,6488586.022,,-1.712136765E7,-8.724833604788161,-1.572394038E8,1.019004486E7,9.914974665E7,1.78496548081E8,26.994620600567004,3.5235823068036,16.912081990994302,52.3636481708961,24.942159362452102,11.9099634075133,4.53E7,1.991E7,,,,,,,,,,,,,,,,,1502.87469517914,1704.6550342257,,,,,,,,,,,,,,,12.0,,6.0,,,,,,,6.0,6.0,,,,,,,,,,,2566.40557581082,,,119.79,122.68,,,,59763.0,56.052,46857.0,43.948,2.06352934771957,,,,,,59.32891,45.4546,76.9394401967892,54.17229235172271,100.0,100.0,,,,,,,,,,,,,,41.975308641975296,2.46913580246914,,,15.0,810.0,,,15.1532931448467,5.867683695971629,177.688131523261,,,,,,,,,,,105.46910348141701,,-1.5683382371688999,,,,,,,,,94.0,39.7,76.0,,183.52255485,1.8679625614912798,8.31360946850872,10.0303824,65.5960731707317,161.0,29.235,9000.0,,,,,,,,,,,5.0,120.0,31.8,,,14.8172016331361,,,62.3713042781065,,,,,,,,,,,,,,,,,,,,,,Kiribati,65.7,1763.815497
LSO,2004,,4.5051553382485805,5.5603320296215005E7,,,,1.5826573822E8,,,,,,,,,,,,,6.768E7,1.422E7,64.9250282732032,0.0,8492000.0,1.7818E7,0.0,0.0,0.0,0.0,6.3681E7,40.6155,0.0,7.2158E8,7000000.0,43.0120371541053,-1.02233365268837,-1.7089502471098101,4169.64569815935,1530.81632185234,116.839569091797,52.114650726318395,73.3733215332031,61.2707595825195,74.3095932006835,18.1682395935059,9.16475963592529,,,,,,13.2715702056885,,13.0,9993.0,6.0,42.730808258056605,25.122730255127,3577.0,,31.1384105682373,69.68276977539061,7.0,5.0,77373.0,427009.0,119.190689086914,0.29133000969886796,37.9480400085449,,88142.0,1722.0,,,314.062171004394,596.615,,96.77,93.44,,,,1497339.0,78.311,414703.0,21.689,3.2741194825753497,,,,,,,,,,,,,,,,,,,100.0,,,,,,76.2187088274045,10.2108036890646,,,1.40974967061924,30360.0,,,6.812150746150531,2.61703831968902,233.183348360931,,1.0,-8.9316416779064,1.93733272406815,-1.8416908834435501,6.23120289540933,3.97976280998529E9,,,68.51128584895021,100.0,5.02342068616284,6.30787098132195,91.5366666666666,4.24166666666667,8.13333333333333,12.375,5.70713058466201,3.8583333333333303,9.10022370128974,,90.0,25.7,47.0,,107.2754411,3.0279468743250297,3.93977415567497,8.69083864,43.533463414634106,4602.0,29.173,37230.0,0.06773,,,,,,,681.0,,,6.0,,,2000.0,2.54310493884526,8.26256598691828,,,41.810232766663496,,,,,,,,,,,,,,,,,,,,,,Lesotho,44.8,781.5145936
RWA,2001,,0.27671695498170196,4634137.68483474,,,,3371719.0855,,,,,,,,,,,,,1.8343E8,5.767E7,16.3236128123642,0.0,0.0,6880000.0,0.0,0.0,1.5573E7,1.5463E7,9954000.0,19.6351,0.0,1.162948E9,3.4933E7,78.678734334885,8.183884382030799,4.1932793476452,218201.350792095,678.402068809814,129.596008300781,67.4890289306641,41.2480316162109,30.357679367065398,,36.093048095703104,,33.7943115234375,,,,,5.66606998443604,,13.0,28698.0,7.0,51.417240142822294,25.887220382690398,5453.0,,,24.466329574585,6.0,6.0,,1475572.0,111.424301147461,,10.7862701416016,1.5372600555419902,,,57.0,0.57,236.31437441562,914.067,,80.35,79.48,659599.0,50.0296947471016,7.91919859893845,7010698.0,84.171,1318415.0,15.829,9.63236519358815,,,0.0638381301826497,,,,,,,,,,,,,,,,89.50879657200979,,,,,,70.8958248885286,40.5350628293474,,,14.276449128496198,24670.0,,,,,,,74.1,,,,,,,,49.951011025145505,40.819976576650895,3.3428550674939306,0.9748591456298641,,10.18,7.11,17.29,16.157626752259,8.404586,,,77.0,47.8,66.0,,28.28791894,2.2411250312418596,2.13889148875814,10.07884779,49.5076829268293,37862.0,40.179,21500.0,,,,,,,,,,,,,,79000.0,3.39681283564054,,,,,,,,,,,,,,,,74.8000030517578,,,,,,,,,,Rwanda,48.6,21.569654
SWE,2013,3.7433903328E10,0.073000756430485,4.22486038866856E8,6.984338676319151,-1.43883548E9,3.4979570902E10,,1.4910023997E10,9.37442281285076,3.3367040457E10,1.81129E11,1.60092E11,2.67549673619E11,7.1405483551210995,3.2611575590639705,16.2996227303406,14.079752552519802,15.798515026043,29.0349362103383,,,,,,,,,,,,,,,,,0.995509994302708,0.143341419802837,380001.66451762,44585.970022151,,,,,,0.0,1.6698199510574299,,,,,,,,13.0,,7.0,,,,,97.47913360595699,101.527603149414,6.0,6.0,2416.0,733412.0,119.718452453613,9.69005012512207,128.781234741211,64.8963165283203,592759.0,245912.0,,,39108.8142109701,5124.51,84.30161787365181,93.43,92.89,1437084.0,17.5047760762067,14.9690340350105,1390711.0,14.486,8209668.0,85.514,1.02408561746317,,,,7.31524464694787,12.3532709806792,,,,,,,48.502343003519,21.2373496991536,,,1.63553853417974,43.166019621216094,13.0088925030166,,4.09,37.23,58.68,166.741193549683,,7.48244709579221,6.373054450827321,,,68.91785731821079,407340.0,,,,21.5883253543933,,4.4,0.6143877875303929,-1.24313345494546,7.75177568742975,149.208137384749,132.19064438956,1.15858426640329E12,,,103.82982474990801,103.33727139160601,-0.04429297014849,1.05542694304684,106.949166666667,,,,,,0.557934664651291,,98.0,99.3,86.0,,4243.84286614,1.7983407592237801,7.911955000776219,14.98078379,81.7048780487805,265.0,11.8,3928425.0,3.30158,,,,,,,,,,1.0,122.0,52.1,16100.0,1.12809089025756,,,,,,,,,,1.79999995231628,19.2999992370605,78.3000030517578,51361.0,14.3000001907349,10.6000003814697,54.5,12.1999998092651,52.4000015258789,35.2999992370605,,15.1999998092651,30.2999992370605,50.2999992370605,19.2000007629395,8.10000038146973,Sweden,81.9,6283.24522
SYC,2006,-1.378849112E8,13.828529381106,1.40555693466973E8,0.26276410095149105,1.32414619E7,-1.189229741E8,,9.323194251E7,-13.1606598396504,-1.341441372E8,4.192018765E8,7.017658547E8,1.03839914709E9,0.20481903840526397,8.968725809649051,37.2333382391681,45.137479413941,52.826497403234995,12.706922565467599,6270000.0,4440000.0,,,,,,,,,,,,,,,,,66315.8829787234,17516.5893741783,,,,,,,,56.7471389770508,87.17767333984379,,,17.8953704833984,4.75486993789673,,12.0,,6.0,,,,,,,6.0,7.0,,,,,,,,,,,976.26905425269,,11.0,95.28,93.2,,,,41215.0,48.718,43385.0,51.282,2.4735831226253997,,,8.66903073286052,,,,,,,,,,,,,,,,0.353928999831364,,,,,,8.69565217391304,2.17391304347826,,,88.4130434782609,460.0,,,92.1020998432764,40.307264701652706,517.607289945684,6.66835675832899,4.364,57.5449924156783,0.40259500983662105,85.5315772182628,22.7646757708472,5.3020359279596394E8,,,53.9117464625729,100.0,-0.3534654986937371,1.44234462211674,,2.45556333333333,7.5944033333333705,10.0499666666667,8.48523570370366,6.3493416666666995,26.138979078391902,,99.0,98.4,,,639.539015,0.253877738641266,3.4579109713587304,8.43478261,72.21707317073171,22.0,17.3,20679.0,,33.75,2.35,0.97,,,,,,,4.0,76.0,48.4,,1.4134300307841399,2.16975002707954,,,39.6429888706778,,,,,,,,,,,,,,,,,,,,,,Seychelles,72.2,1214.39987
THA,2008,-4.445056066E9,2.9398533886326,8.566235387495741E9,1.40477832779297,,1.2119547484E10,1.5170955351847E10,2.4440083757E10,0.758720685722014,4.500333228E9,1.75214E11,1.5782E11,2.18992955352E11,0.708922493219595,4.85969986974857,21.9950982309798,49.9384738506359,54.8601054168546,10.874673916463198,1.4944E8,1.0457E8,166.724164305725,1.2595697E10,6.51701E8,3.0116E7,0.0,0.0,4391000.0,2766000.0,3.841829E9,0.119799999999998,3.1338047E10,1.4658734E10,2.0455391E10,25.3296676989715,1.95848419620435,1.80554168676474,116026.761969749,12272.7397981566,,,,,,,,,97.31597900390629,45.139591217040994,14.2605400085449,21.1760005950928,3.7505500316619904,20.1362590789795,12.0,347959.0,6.0,15.992179870605499,21.2243404388428,222799.0,,,,6.0,6.0,306596.0,5564622.0,97.41002655029301,18.0060596466064,78.0409774780273,47.732261657714794,3952231.0,776531.0,,,964.88360869375,3036.478,130.517573770492,110.27,114.84,7804179.0,28.353805081289302,13.0810507325789,3.8928981E7,58.581,2.7524274E7,41.419,3.37647989867454,62.5504136743436,67.09161800409761,3.98405966720517,,,,,,,,,0.5692988637051589,18.8136257803142,2107.90276563578,6.07355554651147,21.5511510859686,0.0,1.7730929415435501,22.643799533416,,,,,,39.2452387010903,29.8498698349938,,,31.6886218168295,510890.0,,,216.275551596382,10.4357043133317,1036.30831044579,10.1,5.7,9.254204482360779,7.57706162936424,122.090314645012,87.7082163642689,4.13258848177564E12,35.392665752598205,36.397964340154,97.6573655976223,125.894731708886,5.46848949649845,5.13377532094729,,2.4791666666666696,4.5625,7.04166666666667,1.8147273223044198,3.8528388020240003,18.3013494321103,,99.0,93.5,42.0,,460.91452501,0.946088714356515,2.9774573256434897,15.82059456,73.1884390243902,10944.0,12.123,7394349.0,,31.13,2.69,2.97,,,,27680.0,,,3.0,264.0,37.5,421000.0,1.53268822734104,0.46564661213244296,22.4502103239211,2.17922665E12,17.0589430316397,,,,,,42.5,19.6000003814697,37.9000015258789,15818.0,,56.7999992370605,49.0,38.0999984741211,12.8999996185303,14.8999996185303,,,43.5999984741211,18.2999992370605,26.600000381469698,1.20000004768372,Thailand,73.5,4378.68746
URY,2010,-2.348781861E9,5.4389604972330305,2.19106796651532E9,-0.391498417242954,,-1.417682155E9,,-3.615291939E8,-1.81419096021269,6.302302681E8,8.030689479E9,8.557692819E9,1.2044270059E10,4.76888878713563,3.7779965731107903,18.6058678995983,43.975268871697295,56.1307005638276,27.3667375433202,2.437E7,2.706E7,,,,,,,,,,,,,,,7.2011885884655795,6.83098639910133,168249.061525942,16736.8559950922,98.4381637573242,,,,,5.52729988098145,,,,,,,,,12.0,24785.0,6.0,13.794030189514197,11.3186702728271,25390.0,98.0727081298828,74.1356506347656,104.270126342773,6.0,6.0,496.0,341885.0,112.035766601563,16.1419792175293,90.3358688354492,63.1523513793945,243438.0,43943.0,,,8558.05856842786,4267.209,145.78357107722601,120.35,109.11,1659394.0,52.08525389377439,49.1757680000142,188495.0,5.586,3185919.0,94.414,0.563273775479542,92.91006616158458,96.7130183099478,1.9126046774343601,6.5769572071351305,0.0,99.0,92.6,99.52243626491301,98.5864310525358,82.9923495650291,99.85938631614229,18.3576636091905,32.2128697505383,2803.1533771493396,11.023192360163698,0.0,0.0,8.80400181900864,52.54294957219071,,,,,1.23328483336798,82.4648611587247,11.615815335390199,,,9.892012341446689,175020.0,,,476.550571313337,13.585443543668001,605.043992480652,10.824627112265999,2.42280900203523,8.445802107333451,11.992666398362699,31.688532165476104,22.2534138108989,2.52494042537175E11,,0.010264760488256,100.0,142.331995674711,6.67638686804828,4.90702526097988,100.0,4.165799861992769,6.160422320015531,10.326222182008301,5.16571402872872,1.26763884867497,26.673778367155,,95.0,95.5,84.0,,1423.45266084,3.3733611410662503,5.4260925689337505,19.03923882,76.3946097560976,529.0,14.756,962187.0,0.39501,34.37,1.91,1.61,2.2,23.1,19.4,6711.0,1.0,,8.0,336.0,41.9,25439.0,1.9561218303950199,-0.8978172498482672,44.2227017546251,3.57354146236484E11,29.4201321705158,,,,,,11.6000003814697,21.3999996185303,67.0,23931.0,19.7000007629395,26.899999618530302,,26.2999992370605,56.0,17.2999992370605,2.36769999176153,0.699999988079071,24.399999618530302,63.4000015258789,11.8000001907349,7.199999809265139,Uruguay,76.3,11938.212
AFG,2005,,4.31867278242749,2.71E8,,,,0.0,,,,,,,,,,,,,1.66028E9,1.06241E9,,,,,,,,,,,,,,,,,9261.04407271688,1039.40824176659,109.32077789306601,,,,,,,,,,,,,,13.0,,7.0,,,,,16.670389175415,,6.0,6.0,,4318819.0,97.74478149414058,,19.4406795501708,,642442.0,9011.0,,,361.995191541529,1790.429,4.24035874439462,105.74,103.38,2989237.0,53.5094895287958,12.2509974201584,1.881358E7,77.105,5586368.0,22.895,5.22384466018424,,,0.0548548300184902,20.5236880054997,99.57416999163608,,,,,,,,,,,,,,40.2523804057716,,,,,5.84014771828014,58.06757957295589,11.955089912079199,,,2.06782464846981,652860.0,,,,0.6189447494880931,,,,,,,,,,,71.1409742918197,137.822300822229,12.6862687216715,10.9002679905063,,,,,,,,,58.0,26.3,47.0,,94.0450155,7.95114804297731,0.8019205270226949,1.12318565,57.027243902439004,88704.0,44.887,,,,,,,,,2486.0,,,11.0,275.0,36.3,27000.0,1.95042946436272,,,,,,,,,,,,,,,,,,,,0.35430813213208506,,,,,8.5,Afghanistan,57.3,25.2941299
ARG,2005,-3.95419E9,2.38447523404771,5.26525E9,0.593740107373932,8.89E7,5.47273E9,,7.65388381E9,2.38832463141525,1.209522E10,4.043415E10,2.73001E10,4.641416E10,0.0579121284100798,5.85736218618654,20.1981709677519,26.523398369190396,42.258820760414096,37.2114303397809,2.729E7,6.083E7,,,,,,,,,,,,,,,11.2781772378275,10.093594751142,14947.224624159098,,109.44992828369101,95.83843994140629,96.0297317504883,94.540428161621,,6.405930042266849,,,98.878807067871,34.195728302002,41.6870918273926,16.2419605255127,3.47405004501343,9.87104034423828,12.0,279349.0,6.0,16.6503391265869,13.532589912414599,256884.0,,,97.8886184692383,6.0,6.0,36270.0,4651255.0,113.111183166504,21.968290328979503,84.9322891235352,63.9848098754883,,,,,11388.554514116999,4231.039,36.402310205942705,103.03,102.39,1.332954E7,37.7994740445619,40.7507929840502,3881667.0,9.916,3.5263824E7,90.084,1.27580532301093,71.8828003149389,88.9119755948163,4.111634824046529,9.35038122336649,34.842549680184895,,,,,,,7.050501820201191,3.39002421136573,2392.89373072367,15.125460939795802,2.06652700230351,6.51524774625323,1.2911054023566002,8.957204875628449,,,,,,50.351884941297705,12.0209084697207,,,11.030113019742801,2736690.0,,,189.091886462766,13.2396457393475,507.429616054127,12.127268523122199,7.607,,,,,,21.5522324164856,3.00382515567271,,110.62015575166402,,10.6201555452166,,3.7623230484214902,2.4009186182451696,6.163241666666661,-4.02902514156031,,,,98.0,93.2,88.0,,903.16475547,3.1813855318482296,3.6642338481517704,13.94955867,74.6878048780488,11602.0,18.833,9441673.0,0.37868,36.32,1.06,11.36,,,,14219.0,,,5.0,453.0,107.3,102000.0,0.762448625002699,,,,,,,,,,1.1000000238418601,23.5,75.099998474121,21930.0,27.100000381469698,25.5,45.5,37.2000007629395,32.2000007629395,29.2000007629395,3.8166950058181697,32.2999992370605,40.2999992370605,39.7999992370605,18.3999996185303,10.6000003814697,Argentina,74.9,576.883829
ECU,2013,-7.250512063E8,0.772363143882495,7.32016206263418E8,,4.648868438E7,-1.119349186E9,6.84075076983417E8,1.845806823E9,-1.36162089162286,-2.138869391E9,2.5687204577E10,2.6325003497E10,3.1402733818E10,,15.352727692877501,20.8175885206509,50.318093629405205,61.230662830047905,17.5716241547755,1.1618E8,6.709E7,21.4218528979395,1.091038E9,2.3633E7,5.1735E8,0.0,0.0,4.3016E7,6343000.0,3.348627E9,4.7157,7.185425E9,1.2004124E10,6.53328E8,21.7957585254115,4.55863894065722,2.9441978574331404,4296.78081887392,10977.6147862943,112.79354095459,,,,,1.15315997600555,4.7782697677612305,,71.5463180541992,,,,,7.47333002090454,12.0,112800.0,6.0,18.640590667724602,14.0440502166748,130639.0,93.2946243286133,88.06957244873051,110.58561706542999,6.0,6.0,21944.0,2102659.0,111.9921875,24.9458408355713,103.189666748047,,1241369.0,593331.0,,,4209.62149181322,3546.529,229.134003350084,115.47,130.55,2619952.0,26.4286644493754,27.4122436230119,5748015.0,36.702,9913297.0,63.298,1.88840815626349,,,,13.9079676744149,70.78362089023241,,,,,,,,,,,,,,,81.43,13.04,5.535,5.8905644899394405,12.5765238221986,30.254469318730898,4.80753744564342,,,51.1569898534386,248360.0,,,213.94925928970002,78.51523739905281,619.8300369633951,,,,,,,,,,112.810550671879,140.840582391467,2.73863175716041,3.0979762357567204,104.715872632272,3.89,,,,,,,87.0,83.8,60.0,,788.9235236,3.5979496753515203,3.93804978464848,8.52060951,75.64851219512201,6455.0,21.07,2394771.0,,36.53,1.59,11.64,,,,,,,7.0,654.0,33.7,58983.0,2.7834000888620003,,,,,,,,,,25.2999992370605,20.3999996185303,54.2999992370605,14796.0,,43.2000007629395,40.0999984741211,46.5,29.0,20.7000007629395,,5.400000095367429,29.600000381469698,42.7000007629395,25.899999618530302,4.19999980926514,Ecuador,76.0,674.9829
ERI,2012,,,4.135813665E7,,,,0.0,,,,,,,,,,,,,7.32E7,4670000.0,,0.0,0.0,1.8473E7,0.0,0.0,1.2649E7,1.1436E7,-6.1143E7,26.9064,0.0,9.52149E8,1.8649E7,32.4450425087034,,,,,,,77.6005477905273,77.6005477905273,97.815818786621,12.5572595596313,11.7260904312134,,,,,,,,12.0,8166.0,7.0,40.931301116943395,37.888729095459,7010.0,,,,5.0,7.0,,334245.0,,8.01058959960938,,,263080.0,2520.0,,,,608.407,1.3434782608695701,111.35,122.88,720212.0,68.9468595334054,,3847643.0,78.648,1044590.0,21.352,4.002494996218649,,,,,,36.0768,11.9546,100.0,36.132687330246,13.408637046814,100.0,0.0215873207122812,77.8502793800925,62.3437191155859,15.041782729805,0.0,0.0,0.5571030640668521,80.42189716864809,,,,,,75.1683168316832,6.831683168316831,,,15.0811881188119,101000.0,,,,,,,,,2.36845197649976,,,8.25339077980728E9,,,,,,,,,,,,,51.5219786091891,,94.0,15.3,60.0,,35.74201348,1.59352934756427,1.38397646243573,3.5952381,62.644975609756095,6161.0,35.502,60090.0,,,,,,,,,,,11.0,216.0,84.5,201750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Eritrea,63.6,
