country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
BGD,2006,-7.286153417E8,0.635657187878018,4.5652316770382404E8,,3.665978831E8,7.638681144E8,7.68069267614359E8,1.069372109E9,1.4490182074484,-4.276076184E9,1.1543392855E10,1.4814864908E10,1.8401325287E10,2.11380878001399,7.9395511275652,5.59524501494186,65.19573227791821,5.095603758233071,5.551769897667951,9.1236E8,1.6453E8,19.283826853976,0.0,5186000.0,3.28129E8,0.0,0.0,0.0,0.0,1.656963E9,2.2595,0.0,1.83804E10,1.178E9,26.500220108896297,7.901164398652821,6.478820066527799,33301.528415939305,1871.0001354629603,121.262397766113,87.56365966796879,,,,10.9380302429199,8.44789028167725,,,41.95689010620121,43.4224700927734,12.927639961242699,2.4553599357605003,8.9929895401001,11.0,344914.0,6.0,47.5390090942383,25.0471897125244,409262.0,,51.6560211181641,,5.0,7.0,634229.0,1.639687E7,99.6990585327148,42.6572914123535,45.588268280029205,7.10345983505249,1.0031776E7,219086.0,,,416.917925165913,3761.367,193.190101522843,106.16,103.8,1.2777296E7,32.0591233115562,12.243867231612999,1.04983825E8,72.483,3.9855413E7,27.517,3.9335913175203996,,,0.332345776356542,,,,,,,,,0.26510559445486703,34.2640687794557,191.646962406693,6.01977248104009,0.9344528710725891,0.0,0.0,49.2991606515753,,,,,52.6185344827586,71.2913881846816,60.536221863716705,,,11.157716831835302,130170.0,,,66.3464935289455,6.89294779649878,259.106866616703,3.3,12.8,15.580124538264,12.3694969051275,50.104556985163605,30.876878715910898,2.11924197526648E11,,,73.83149099138309,100.000034419932,6.76526117054759,5.875972257779269,,9.1125,6.2208333333333,15.333333333333302,8.93249041673773,,10.300501592273301,,94.0,51.8,45.0,,52.362561,2.03897067974445,1.20528355025555,8.20619063,68.4256341463415,164532.0,23.484,1134000.0,,,,,,,,5707.0,,,,,,214000.0,1.02459490940097,-1.2407973930308,,,8.334937301557149,9.8,36.9,,,,,,,3146.0,,,,,,,,,,,,,Bangladesh,68.2,494.51466
BRB,2002,,0.548982489351633,1.74E7,,,,,,,,,,,,,,,,,1330000.0,2780000.0,,,,,,,,,,,,,,,0.654773922774709,0.36075767945291703,3613.53916877549,11622.6418159499,90.5824966430664,74.7241516113281,96.0822296142578,,99.4593124389648,,,68.6377487182617,85.1570816040039,26.5613498687744,33.8660697937012,29.932819366455103,5.7713098526001,17.5806293487549,11.0,1471.0,5.0,15.903470039367699,15.740570068359402,1326.0,,94.5184783935547,103.913803100586,6.0,5.0,1754.0,23394.0,97.556297302246,11.3490600585938,104.448776245117,,20762.0,110.0,,,,2626.506,45.8571428571429,92.26,83.17,,,,180610.0,66.528,90869.0,33.472,-0.241814162831516,,,4.52500930090357,,,,,,,,,,,,,,,,11.0164454832299,57.26,18.29,24.45,37.7979465156903,,39.5348837209302,32.5581395348837,,,14.651162790697699,430.0,,,,,,,,14.022590313929602,2.54333866701694,78.87081558605459,58.4911342483041,1.76303934367808E9,,,69.1150752011193,646.177370030581,0.12524945805599,0.8712628011800658,,2.7041666666666697,5.79583333333333,8.5,7.562844944110969,6.40333333333333,10.348197651066801,,87.0,88.1,49.0,,934.32310807,1.79890172187064,3.96299038812936,12.5886912,73.5463170731707,54.0,13.394,133000.0,,,,,,,,,,,,,,600.0,,,,,,,,,,,4.0,18.7000007629395,65.90000152587889,18115.0,,14.1000003814697,58.4000015258789,,,,,,14.8999996185303,71.599998474121,9.5,10.3000001907349,Barbados,73.5,11675.39395
FRA,2004,,1.5455363355789098,3.28289265142162E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9901330020713903,2.2345811661010098,30186.0315630532,29035.9674336093,,,,,,,,74.33116149902341,92.2249069213867,19.1398601531982,48.1061515808105,20.864429473877,5.637020111083981,17.8818206787109,11.0,202954.0,6.0,18.640659332275398,11.396630287170401,511278.0,,,,5.0,7.0,72354.0,3783197.0,102.164321899414,14.7098903656006,106.12317657470699,54.0132713317871,4298467.0,1528381.0,1205300.0,652.889875954715,52168.4835037,7538.175,212.10339496091098,104.02,101.95,1.0019801E7,20.783912998222803,22.3605757617304,1.4495491E7,23.117,4.8209406E7,76.883,1.06332315873534,,,6.19411440864021,,,,,,,,,45.297282356909506,4.26588651900568,7665.01538149405,5.5780050656406495,4.7870479900023,78.7865312313796,0.7710952646278721,8.795727851727099,,,,,,54.03951304500279,33.5455451945519,,,28.7574465909132,547566.0,,,,21.5775002020084,,,4.2,,,,,,73.4005317094157,63.602723672286,91.1661312181391,90.3819291086489,2.1348747591519,1.64557220094868,101.835,2.25,4.35,6.6,4.87421900607401,4.57509166666667,,,98.0,98.7,76.0,,3076.57690029,2.40593164016903,8.47996859496641,15.92169895,80.16341463414629,3054.0,12.8,3.3703E7,2.08636,24.53,3.34,,,,,113303.0,,,9.0,,,358000.0,2.49538216932825,-3.3558184666464,69.07456335196049,1.1817E12,44.4048259253197,,,,,,3.79999995231628,24.100000381469698,71.6999969482422,51504.0,17.0,11.0,38.2999992370605,28.399999618530302,44.2000007629395,26.7999992370605,,40.0,39.0,40.4000015258789,19.2000007629395,8.89999961853027,France,82.0,33874.74255
ISR,2014,-3.0708E9,2.2043031287202597,6.738E9,1.19970620861427,2.172E8,1.59679E10,,,4.2290036427674105,4.9954E9,6.33349E10,7.11968E10,1.047752E11,0.0817028109724896,2.4774814788494703,12.319596518159802,28.854353580755802,16.0988462658423,18.822729937641,,,,,,,,,,,,,,,,,3.3745897038721604,1.41413042960789,122022.324199968,33229.6331171059,,,,,,,,,,,,,,,12.0,,6.0,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,3559410.0,47.0552541404912,56.59655764244761,650980.0,7.924000000000009,7564320.0,92.076,1.9842137246051001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21640.0,,,,19.1053944539989,932.8581836173289,7.1062895533068895,2.1667904967356297,4.95502181873392,4.08761083895268,85.1351083208402,66.9182087264257,3.53998647419608E11,65.6007513867021,15.4741327202622,107.339961166343,109.100104743379,0.475956015099115,1.0044055325892,103.37002808356701,0.797682379682859,3.1097492625316,3.9074316422144597,2.87415790857617,3.3685193082775005,20.392378118777,,94.0,100.0,80.0,,,,,,,577.0,,2900000.0,,,,,,,,15680.0,,1.4,6.0,235.0,29.2,,5.20446048630163,,,,,,,,,,1.1000000238418601,17.6000003814697,79.6999969482422,42876.0,25.5,,49.7000007629395,,,,,8.89999961853027,,,,5.900000095367429,Israel,82.2,37582.84624
MWI,2011,-7.925542427E7,20.0490793768491,1.12834139215194E9,0.8805299795245319,4.583044144E8,-4.76379181E8,9.20149999313878E7,-1.079772312E8,-13.613624901145,-1.17828793E9,1.539345501E9,2.628870483E9,2.9168793086E9,16.1240842711345,14.9268513139416,21.0450426440669,8.79131564247511,37.2781562528161,36.78741735790079,6.8515E8,7.69E7,18.0042338315382,0.0,0.0,1.0565E7,0.0,0.0,0.0,0.0,1.66786E8,38.8366,0.0,9.28694E8,3.0E7,21.8677263230117,4.30194004825393,1.17161728926874,51845.9569904746,758.581599619518,156.618637084961,78.4121780395508,57.707069396972706,49.1162185668945,86.39633178710942,19.617229461669897,11.767279624939,,99.9266510009766,34.640869140625,30.402389526367198,26.6302509307861,5.35337018966675,7.81162977218628,12.0,46852.0,6.0,76.0735702514648,42.128501892089794,17479.0,,19.0732192993164,70.55079650878909,6.0,6.0,,3564199.0,140.15461730957,,33.8233795166016,0.814149975776672,736364.0,0.0,,,229.92469097046,2094.312,29.5227777777778,165.4,182.82,762835.0,31.985017878586604,,1.2841837E7,84.337,2384976.0,15.663,3.8355569354544996,,,0.0792314846186132,8.74604393780888,13.091176115175,,,,,,,,,,,,,,79.24445547558841,,,,,,59.238438693254096,38.1841323716589,1.75,,34.142978362325,94280.0,,,,1.04738225960586,183.959720642235,,,,,,,,24.5955670017018,0.947897620864822,107.622822628485,111.578245557671,7.622822628485,3.90606575553896,96.75336038866371,4.1128472222222205,19.6371527777778,23.75,19.0979555429883,17.1870583333333,,,97.0,39.2,41.0,,79.64076126,3.72546185822942,4.6536584117705795,17.66254404,58.500121951219505,32561.0,40.531,173481.0,,,,,,,,,,,6.0,157.0,29.0,6800.0,0.9382666574331919,,,,,9.8,11.9,,,,,,,1769.0,,,,,,,,,,,,,Malawi,54.1,512.125451
SRB,2012,-8.584801414E8,3.13212598344721,1.2761005987023E9,0.803313038909624,-1.375893592E7,-4.522457724E9,1.25284350748283E9,-1.393855064E9,-11.538472834465498,-7.081520612E9,1.0792768656E10,1.8051804315E10,2.410541386E10,1.5851816419449698,3.10089313169258,23.507088273313,27.2858180488661,23.173809326491604,27.0988089493047,3.6072E8,1.0557E8,41.8150996958849,3.967732E9,1.29055E8,3.16455E8,0.0,0.0,3.67482E8,0.0,2.720178E9,0.20199999999999801,1.7498759E10,1.3410892E10,1.018187E9,87.5669585625795,-2.2102297892294303,-1.7345030631058502,427640.82117749297,12805.7272006785,92.7335586547852,88.3145599365234,,99.21752166748051,99.6566009521484,0.390109986066818,0.8707600235939029,75.05506896972659,,,,29.124099731445302,4.42657995223999,,11.0,18511.0,7.0,15.6341104507446,9.072190284729,62374.0,,99.75930786132808,93.2260284423828,4.0,8.0,21878.0,289403.0,92.96206665039058,0.0856899991631508,91.7119293212891,52.37702941894529,351074.0,214795.0,,,3938.2854890789295,3116.215,171.852528945765,91.86,100.11,1170577.0,29.3997077552357,16.2600983431626,3217483.0,44.693,3981594.0,55.307,-0.396641106588334,,,,,,100.0,100.0,100.0,68.63474547863011,45.9416925907135,85.94707869509199,5.56526783960879,7.06519454225109,4386.5345515821,15.5068977910481,72.8041801443145,0.0,0.0165878742639131,19.6094256895382,1.868,16.57,81.56,7.2929320067129,1.04908946951702,57.763549050994705,37.525726046192496,,,31.0519094443174,87460.0,,,421.30806661459604,37.823813207935096,,20.5,18.6,2.6532434054701404,10.2498926984279,57.283647465381605,49.4359550786251,6.14364165521876E11,,0.7111499143429141,119.284197755536,116.42348621745701,7.33038589596691,6.263582369342389,,10.57,7.63,18.2,11.232839477564399,5.88,25.673035251930102,,91.0,96.5,87.0,,1241.8046481,4.1115493257531694,6.4752504642468205,13.36166259,74.83658536585371,567.0,9.3,2976849.0,0.90691,,,,,,,8420.0,,,6.0,279.0,33.3,28150.0,2.09517465340868,-6.08947120455886,,,39.2177943230177,,,,,,21.0,26.5,52.5999984741211,,,30.399999618530302,29.600000381469698,15.3999996185303,59.0999984741211,20.6000003814697,,77.9000015258789,,,,23.899999618530302,Serbia,74.9,5659.3824
THA,2004,,3.38947905000647,5.860255942601029E9,,,,4.2227409804E9,,,,,,,,,,,,,8.584E7,1.5768E8,85.3339745956415,6.4036E9,8.38637E8,1.770327E9,0.0,0.0,0.0,0.0,-3.9422E7,0.2333,2.788658E10,1.8907511E10,1.1488E10,37.9052272858261,5.96361257488394,5.01216400639464,100502.607449681,9545.99783092758,,,,,,,,,,30.965059280395497,23.9880104064941,20.6129302978516,4.31960010528564,14.379130363464402,12.0,,6.0,,,,,,,6.0,6.0,,6054517.0,98.88770294189449,15.1541900634766,66.7086715698242,41.873931884765604,3635825.0,617555.0,,,862.376698604287,2934.061,131.695263157895,100.21,92.59,7045448.0,29.7112524012609,11.670573786931698,4.1691459E7,63.744,2.3713063E7,36.256,4.4104952148329994,,,3.8582134275058197,,,,,,,,,0.5412323836003621,17.13296331187,1815.80717003023,7.93862893411916,16.3886834172453,0.0,1.01966960159711,20.0251154193862,,,,,,38.2763412867741,29.7520014093053,,,31.870265614907304,510890.0,,,,7.841770979850691,,,11.9,3.77846913851647,9.49672084916382,116.20612247113701,95.142222272059,2.09955742118146E12,66.7399648433603,67.6344359043816,82.7910925861603,105.795331890634,2.7591492623107303,3.5691642215525095,,1.0,4.5,5.5,1.86429599288558,4.1965401581379504,9.25584913892923,,98.0,92.8,36.0,,318.57970791,1.2329681226099398,2.28104979739006,12.37078368,71.7864634146342,13923.0,13.025,6811615.0,0.25535,33.79,2.53,8.01,,,,31037.0,,,3.0,,,419000.0,1.07980691290288,1.0531287788073,24.396438390163397,1.69659444E12,15.491584027662698,,,,,,42.2999992370605,20.5,37.0999984741211,14392.0,,56.2000007629395,52.2000007629395,,,,,,40.0,47.2000007629395,0.200000002980232,1.5,Thailand,71.6,2659.83918
UZB,2002,,0.674033132782798,6.53E7,,,,0.0,,,,,,,,,,,,,6.264E7,7.375E7,,7.1846E7,6.2808E7,4.423E7,0.0,0.0,8.5092E7,0.0,-5.662E7,1.7962,5.03412E8,3.898426E9,3.30562E8,53.985648361667096,4.31102680932598,3.04221547809433,47298.6758349705,2150.35328246267,97.9245986938477,,,96.8438873291016,99.42678833007808,0.0350899994373322,0.0640000030398369,,,,,,,,11.0,120580.0,7.0,21.2944507598877,12.202110290527301,318366.0,,101.842910766602,102.606079101563,4.0,7.0,,2567685.0,98.7269973754883,,91.29180908203129,13.7258901596069,3467361.0,417375.0,,,1086.2026140643,3608.985,,82.35,81.4,2145056.0,22.861868890338396,8.48792628952768,1.588917E7,62.873,9382680.0,37.127,0.817943395447019,,,5.067983111643981,,,,,,,,,1.0002040281151199,0.00731733711799345,1775.7702740400898,8.82174001216792,4.08436422632326,0.0,0.0,1.1887163466055402,90.43,5.695,3.879,0.19668334433950602,,63.5778091208275,10.5406676069582,,,7.62858486130701,425400.0,,,,,,,,,,,,,0.32220062836115804,0.18889443077986498,,623.28862402066,,45.449372919170706,,,,,,,,,99.0,93.4,72.0,,117.22148419,3.0127930457013603,2.42405532429864,6.51627752,67.1083658536586,26599.0,21.071325993923303,1681127.0,,27.37,3.31,87.99,,,,,,,,,,72000.0,0.5977859892018129,,,,,,,,,,,,,9951.0,,,,,,,,,,,,,Uzbekistan,67.1,383.3494997
AGO,2002,,10.939011656199,1.672093E9,,,,1.10027715E9,,,,,,,,,,,,,3.3556E8,6.102E7,4.12216842618371,0.0,1.168393E9,5801000.0,0.0,8105000.0,9.61386E8,2.87013E8,3.33485E8,2.5895,2.6397E7,7.504454E9,1.208386E9,83.86871094467149,23.2413243181525,19.0574280809908,41303.3864822775,,,,,,,,,,,,,,,,10.0,,6.0,,,,,,,4.0,7.0,,,,,18.1148891448975,0.8636100292205809,366729.0,95096.0,,,,626.938,1.65903225806452,81.37,105.5,2933398.0,53.721489397901,22.1911512172545,1.0649315E7,66.105,5460381.0,33.895,5.67029255938045,,,0.786223278204629,,,,,,,,,1.1838863407448401,72.19284660362841,93.54614761197229,14.6175637393768,0.0,0.0,0.0,73.40708601962741,32.79,38.41,28.81,,,46.033528515280295,2.48656453036015,,,47.7086708911526,1246700.0,,,,,,9.0,10.4,0.389251100897976,38.6524688065927,4.0913213110271505,3.43511436819255,7.88959357410243E10,,,15.3475661434394,100.0,108.897436089429,196.57679310990798,,48.6908333333333,48.645,97.3358333333333,-33.4621460890222,,19.7141082996595,,47.0,34.8,58.0,,123.55590565,2.52061802378661,1.83979506621339,3.68696962,46.71173170731711,98109.0,50.463,80200.0,,,,,,,,,,,,,,110000.0,2.8699324451257495,1.3681467704261399,,,21.1230208383718,,,,,,,,,2386.0,,,,,,,,,,,,,Angola,46.5,711.181716
BLR,2005,-3.041E8,1.01489264466989,3.066E8,0.008275380338143241,,5.852E8,1.349E8,5.480839128E8,1.5180357692289999,3.416E8,1.5194E10,1.60537E10,1.74108E10,0.17077231780728303,4.11042944785276,57.2599581607821,27.2042068361087,10.805618409255901,39.219982471516204,3.216E7,2.756E7,25.3962581603198,3.33311E8,1.2081E7,3.9515E7,0.0,0.0,858000.0,0.0,6.99379E8,6.85820000000001,4.92918E8,7.60665E8,3.503058E9,17.4572333765529,9.500089326002481,10.2593262073894,1357135.13401635,9662.05424409096,98.18533325195308,,,99.225830078125,99.6606216430664,0.069020003080368,0.0622400008141994,65.1657562255859,95.1722793579102,,,25.477560043335,5.8710298538208,,10.0,23671.0,6.0,16.035530090332,,,,108.02391815185499,97.94751739501949,4.0,7.0,38169.0,379577.0,97.5645904541016,0.0716599971055985,,66.1683807373047,923798.0,,53581.0,96.6817033561891,4864.79037140131,2854.805,167.70119090581,99.12,101.16,1774585.0,25.381792093246002,18.3647417986133,2671433.0,27.646,6991567.0,72.354,-0.0434429098652529,58.0056099783575,71.58752586163399,6.11242564420987,14.9042684859566,99.37835649179951,,,,,,,0.011891923567595,4.3009185856937595,3245.67939563283,11.7373469849165,0.0,0.0,0.0032298698362456,6.1532394332205405,,,,,1.27388535031847,44.12069220529511,27.3233742543016,,,41.5914805502145,202830.0,,,,5.7953774302856305,,19.8,3.1,0.42998796626866703,38.1183373790941,21.762827604119398,15.4666364414581,2.6442931E12,,,,496.16528806839403,,18.9721622572793,,9.23333333333333,2.12499999999997,11.358333333333302,-6.399672645673999,,13.997622954535801,,99.0,94.6,75.0,,665.66804387,1.8636074930107298,5.02273828698928,10.45574111,68.8512195121951,735.0,9.4,3284272.0,0.67852,21.95,3.62,2.18,,18.6,,1680.0,2.4,,7.0,986.5,137.3,183000.0,1.4984531353018702,0.22481715029561802,6.570220587670269,4.275052E12,30.250762674224,,,,,,,,,21088.0,,,,,,,11.454589671944499,,10.3000001907349,39.5,50.2000007629395,,Belarus,68.1,3126.71767
CHN,2002,,3.37285435413918,4.9307976629159E10,,,,1.7823337208E10,,,,,,,,,,,,,3.3893E8,5.6454E8,160.769692759601,1.4695217E10,7.39822E8,3.122707E9,0.0,0.0,0.0,0.0,1.137358E9,0.377899999999997,3.1839E10,8.735533E10,6.568E10,12.798911269058099,9.5470299648256,8.81551863539786,9206.45062168072,3527.3519036439293,96.709861755371,,,,,0.297800004482269,,,,,,,,,12.0,,7.0,,18.929090499877898,4792771.0,,,,5.0,6.0,,1.25756888E8,108.447021484375,,58.424800872802706,12.419810295105,,,,,460.74460291699404,4885.294,287.502183406114,88.69,88.02,1.5087756E7,3.0666563413312,16.5164633708216,7.884063E8,61.575,4.919937E8,38.425,4.19800114764631,,,2.88522504139331,,,,,,,,,2.7645221445439,16.2028658748718,1195.44751640112,7.06172681354578,77.6407453890548,1.51832020984687,0.20248700693265698,28.5808692517031,,,,,,55.2323417623281,12.1961439904241,,,19.5370360783882,9388213.2,,,,,,,26.0,,,,,,,,,102.648983966068,,0.587737053953006,93.19660997174981,1.98,3.33,5.31,4.69467062720983,,,,86.0,61.2,35.0,,163.8973982,3.0874788167461498,1.72420953325385,9.40812401,73.06960975609759,435516.0,12.86,2.14222E8,1.06411,31.67,2.28,56.4,,,,,,,,,,3770000.0,2.16442698467794,,,,,,,,,,44.0999984741211,17.7000007629395,16.1000003814697,5668.0,,,,,,,,,,,,4.0,China,72.7,1148.5857
ESP,2006,7.2311499268E10,2.60881593735165,3.29898210467456E10,8.994493310343321,7.120048306E9,-1.07321E11,,5.782212135E8,-8.767851690619,-7.6545199295E10,2.16014E11,3.2138E11,4.86522430178E11,4.46528020436967,7.60566129254869,16.8271014420086,26.081157469910497,47.630823179847205,21.168354806457103,,,,,,,,,,,,,,,,,3.86289372078554,2.12199971673914,24059.8086564641,30879.856395602998,102.90373229980499,98.9882431030273,,,,2.8070499897003196,,72.3346862792969,91.4854583740234,25.7071800231934,39.2038993835449,22.2530307769775,4.16759014129639,19.0171909332275,12.0,184147.0,6.0,13.5826501846313,10.952500343322802,282222.0,,,97.7334365844727,6.0,6.0,6833.0,2501205.0,103.34998321533199,33.2635688781738,118.990623474121,67.9969024658203,2608816.0,482220.0,1000222.0,786.338050314465,28196.8118043552,3036.52,142.32948113207502,102.13,98.5,5461879.0,15.873489957949701,22.8318989261491,9988509.0,22.498,3.440881E7,77.502,1.99920810283443,,,7.88419571010583,,,,,,,,,14.1011446382634,3.5881825370250295,6105.075849287211,8.500179307264991,22.9980174706173,20.3415634240245,8.86048541521473,8.47574317442729,,,,,11.6031174640897,57.342979678544204,25.4920036875225,,,35.0216641949577,498980.0,,,,102.01491501406099,,6.4,0.701,,,,,,104.615375558298,119.971041193523,92.0914765134147,94.3627122864731,3.5158047365878,3.9782041804951698,97.9333161109676,,,,,,,,98.0,99.9,91.0,,2556.95899791,2.3851820195476003,6.0055065704524,15.65970024,80.8219512195122,2267.0,10.8,1.9865037E7,1.17217,24.42,2.44,,,,,141830.0,,,4.0,298.0,60.5,222000.0,1.14150761825206,2.2867653332328,33.3652554530176,3.363131E11,24.3593584755162,,,,,,4.699999809265139,29.5,65.8000030517578,38096.0,10.1000003814697,17.7000007629395,48.2000007629395,44.0999984741211,23.7000007629395,31.7999992370605,,21.600000381469698,53.7999992370605,22.7999992370605,22.5,8.5,Spain,88.0,28482.6948
